PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Robert, P; Goudemand, E; Auzanneau, J; Oury, FX; Rolland, B; Heumez, E; Bouchet, S; Caillebotte, A; Mary-Huard, T; Le Gouis, J; Rincent, R				Robert, Pauline; Goudemand, Ellen; Auzanneau, Jerome; Oury, Francois-Xavier; Rolland, Bernard; Heumez, Emmanuel; Bouchet, Sophie; Caillebotte, Antoine; Mary-Huard, Tristan; Le Gouis, Jacques; Rincent, Renaud			Phenomic selection in wheat breeding: prediction of the genotype-by-environment interaction in multi-environment breeding trials	THEORETICAL AND APPLIED GENETICS																	Rincent, Renaud/ACR-2023-2022	Robert, Pauline/0000-0002-6314-180X; Le Gouis, Jacques/0000-0001-5726-4902; Bouchet, Sophie/0000-0001-5868-3359													0040-5752	1432-2242				OCT	2022	135	10					3337	3356		10.1007/s00122-022-04170-4	http://dx.doi.org/10.1007/s00122-022-04170-4		AUG 2022						35939074					WOS:000837505600001
J	Alkemade, JA; Messmer, MM; Arncken, C; Leska, A; Annicchiarico, P; Nazzicari, N; Ksiazkiewicz, M; Voegele, RT; Finckh, MR; Hohmann, P				Alkemade, Joris A.; Messmer, Monika M.; Arncken, Christine; Leska, Agata; Annicchiarico, Paolo; Nazzicari, Nelson; Ksiazkiewicz, Michal; Voegele, Ralf T.; Finckh, Maria R.; Hohmann, Pierre			A High-Throughput Phenotyping Tool to Identify Field-Relevant Anthracnose Resistance in White Lupin	PLANT DISEASE																	Finckh, Maria/ABH-3204-2020; Hohmann, Pierre/O-8384-2019	Finckh, Maria/0000-0003-2925-4058; Hohmann, Pierre/0000-0001-7029-0566; Messmer, Monika M./0000-0002-6120-0079; Annicchiarico, Paolo/0000-0001-8027-1035; Alkemade, Joris/0000-0003-1477-2936; nazzicari, nelson/0000-0003-2710-9885; Ksiazkiewicz, Michal/0000-0002-3382-8504													0191-2917	1943-7692				JUN	2021	105	6					1719	1727		10.1094/PDIS-07-20-1531-RE	http://dx.doi.org/10.1094/PDIS-07-20-1531-RE								33337235					WOS:000711474800016
J	Ishimori, M; Takanashi, H; Fujimoto, M; Kajiya-Kanegae, H; Yoneda, J; Tokunaga, T; Tsutsumi, N; Iwata, H				Ishimori, Motoyuki; Takanashi, Hideki; Fujimoto, Masaru; Kajiya-Kanegae, Hiromi; Yoneda, Junichi; Tokunaga, Tsuyoshi; Tsutsumi, Nobuhiro; Iwata, Hiroyoshi			Spatial kernel models capturing field heterogeneity for accurate estimation of genetic potential	BREEDING SCIENCE																	Ishimori, Motoyuki/AAW-3597-2020; Kanegae, Hiromi/AFS-0023-2022; tsutsumi, nobuhiro/IVV-8279-2023	Ishimori, Motoyuki/0000-0002-6027-9512; Kanegae, Hiromi/0000-0002-5719-7559; 													1344-7610	1347-3735					2021	71	4					444	455		10.1270/jsbbs.20060	http://dx.doi.org/10.1270/jsbbs.20060								34912171					WOS:000704978200004
J	Picheny, V; Casadebaig, P; Trepos, R; Faivre, R; Da Silva, D; Vincourt, P; Costes, E				Picheny, Victor; Casadebaig, Pierre; Trepos, Ronan; Faivre, Robert; Da Silva, David; Vincourt, Patrick; Costes, Evelyne			Using numerical plant models and phenotypic correlation space to design achievable ideotypes	PLANT CELL AND ENVIRONMENT																	VINCOURT, Patrick/HJY-2663-2023; Casadebaig, Pierre/AAL-6998-2020; Casadebaig, Pierre/AAL-3307-2020	Casadebaig, Pierre/0000-0001-7225-936X; 													0140-7791	1365-3040				SEP	2017	40	9					1926	1939		10.1111/pce.13001	http://dx.doi.org/10.1111/pce.13001								28626887					WOS:000407746600021
J	Yang, CJ; Ladejobi, O; Mott, R; Powell, W; Mackay, I				Yang, Chin Jian; Ladejobi, Olufunmilayo; Mott, Richard; Powell, Wayne; Mackay, Ian			Analysis of historical selection in winter wheat	THEORETICAL AND APPLIED GENETICS																	; Yang, Chin Jian/AAD-6513-2022	Mackay, Ian/0000-0002-1109-4730; Yang, Chin Jian/0000-0002-4953-5589; Powell, Wayne/0000-0002-5612-3398													0040-5752	1432-2242				SEP	2022	135	9					3005	3023		10.1007/s00122-022-04163-3	http://dx.doi.org/10.1007/s00122-022-04163-3		JUL 2022						35864201					WOS:000830240600001
J	Wolfe, MD; Jannink, JL; Kantar, MB; Santantonio, N				Wolfe, Marnin D.; Jannink, Jean-Luc; Kantar, Michael B.; Santantonio, Nicholas			Multi-Species Genomics-Enabled Selection for Improving Agroecosystems Across Space and Time	FRONTIERS IN PLANT SCIENCE																															1664-462X					JUN 23	2021	12								665349	10.3389/fpls.2021.665349	http://dx.doi.org/10.3389/fpls.2021.665349								34249037					WOS:000670237500001
J	Schulthess, AW; Wang, Y; Miedaner, T; Wilde, P; Reif, JC; Zhao, YS				Schulthess, Albert Wilhelm; Wang, Yu; Miedaner, Thomas; Wilde, Peer; Reif, Jochen C.; Zhao, Yusheng			Multiple-trait- and selection indices-genomic predictions for grain yield and protein content in rye for feeding purposes	THEORETICAL AND APPLIED GENETICS																	Wang, Yu/HHS-8730-2022; Zhao, Yusheng/U-1883-2019	Zhao, Yusheng/0000-0001-6783-5182; Miedaner, Thomas/0000-0002-9541-3726; Reif, Jochen/0000-0002-6742-265X; Schulthess Borgel, Albert Wilhelm/0000-0002-9365-0939; Wilde, Peer/0000-0002-2778-1439													0040-5752	1432-2242				FEB	2016	129	2					273	287		10.1007/s00122-015-2626-6	http://dx.doi.org/10.1007/s00122-015-2626-6								26561306					WOS:000368991100006
J	Galan, RJ; Bernal-Vasquez, AM; Jebsen, C; Piepho, HP; Thorwarth, P; Steffan, P; Gordillo, A; Miedaner, T				Galan, Rodrigo Jose; Bernal-Vasquez, Angela-Maria; Jebsen, Christian; Piepho, Hans-Peter; Thorwarth, Patrick; Steffan, Philipp; Gordillo, Andres; Miedaner, Thomas			Integration of genotypic, hyperspectral, and phenotypic data to improve biomass yield prediction in hybrid rye	THEORETICAL AND APPLIED GENETICS																		Thorwarth, Patrick/0000-0003-4456-2358; Miedaner, Thomas/0000-0002-9541-3726													0040-5752	1432-2242				NOV	2020	133	11					3001	3015		10.1007/s00122-020-03651-8	http://dx.doi.org/10.1007/s00122-020-03651-8		JUL 2020						32681289					WOS:000549705300001
B	Dantas, SAG; da Silva, FL; Volpato, L; Barbosa, RM; Paula, GD; do Nascimento, HR; de Resende, MDV		DaSilva, FL; Borem, A; Sediyama, T; Ludke, WH		Guedes Dantas, Stenio Andrey; da Silva, Felipe Lopes; Volpato, Leonardo; Barbosa, Rosangela Maria; Paula, Guilherme de Sousa; do Nascimento, Heloisa Rocha; Vilela de Resende, Marcos Deon			Breeding for Tolerance to Abiotic Stress	SOYBEAN BREEDING																	Volpato, Leonardo/JAC-8639-2023; Lopes da Silva, Felipe/HHS-2061-2022																978-3-319-57433-2; 978-3-319-57432-5				2017							359	373		10.1007/978-3-319-57433-2_19	http://dx.doi.org/10.1007/978-3-319-57433-2_19	10.1007/978-3-319-57433-2												WOS:000441179100020
J	Sun, YQ; Shen, EH; Hu, YY; Wu, DY; Feng, Y; Lao, ST; Dong, CF; Du, TY; Hua, W; Ye, CY; Zhu, JH; Zhu, QH; Cai, DG; Skuza, L; Qiu, J; Fan, LJ				Sun, Yanqing; Shen, Enhui; Hu, Yiyu; Wu, Dongya; Feng, Yu; Lao, Sangting; Dong, Chenfeng; Du, Tianyu; Hua, Wei; Ye, Chu-Yu; Zhu, Jinhuan; Zhu, Qian-Hao; Cai, Daguang; Skuza, Lidia; Qiu, Jie; Fan, Longjiang			Population genomic analysis reveals domestication of cultivated rye from weedy rye	MOLECULAR PLANT																	Zhu, Qian-Hao/A-1298-2010	Zhu, Qian-Hao/0000-0002-6505-7417; Fan, Longjiang/0000-0003-4846-0500; Shen, Enhui/0000-0002-7587-5771; Skuza, Lidia/0000-0002-6362-844X; Sun, Yanqing/0000-0001-8783-7708													1674-2052	1752-9867				MAR 7	2022	15	3					552	561		10.1016/j.molp.2021.12.015	http://dx.doi.org/10.1016/j.molp.2021.12.015		MAR 2022						34971791					WOS:000767562700008
J	Zolkafli, SH; Ting, NC; Sanusi, NSNM; Ithnin, M; Mayes, S; Massawe, F; Sambanthamurthi, R; Ismail, I; Abidin, MIZ; Roowi, SH; Lee, YP; Hanafi, NFF; Singh, R				Zolkafli, Siti Hazirah; Ting, Ngoot-Chin; Sanusi, Nik Shazana Nik Mohd; Ithnin, Maizura; Mayes, Sean; Massawe, Festo; Sambanthamurthi, Ravigadevi; Ismail, Ismanizan; Abidin, Mohd Isa Zainol; Roowi, Siti Habsah; Lee, Yang Ping; Hanafi, Nurul Fatiha Farhana; Singh, Rajinder			Comparison of quantitative trait loci (QTLs) associated with yield components in two commercial DuraxPisifera breeding crosses	EUPHYTICA																	Massawe, Festo/K-4555-2013	Massawe, Festo/0000-0002-0744-4777; Ithnin, Maizura/0000-0003-0057-0460													0014-2336	1573-5060				JUN	2021	217	6							104	10.1007/s10681-021-02825-9	http://dx.doi.org/10.1007/s10681-021-02825-9													WOS:000698664600002
J	Ceballos, H; Perez, JC; Barandica, OJ; Lenis, JI; Morante, N; Calle, F; Pino, L; Hershey, CH				Ceballos, Hernan; Perez, Juan C.; Joaqui Barandica, Orlando; Lenis, Jorge I.; Morante, Nelson; Calle, Fernando; Pino, Lizbeth; Hershey, Clair H.			Cassava Breeding I: The Value of Breeding Value	FRONTIERS IN PLANT SCIENCE																		Ceballos, Hernan/0000-0002-8744-7918; Joaqui-Barandica, Orlando/0000-0001-8190-0518													1664-462X					AUG 29	2016	7								1227	10.3359/fpls.2016.01227	http://dx.doi.org/10.3359/fpls.2016.01227								27621734					WOS:000381981200001
J	Voss-Fels, K; Frisch, M; Qian, L; Kontowski, S; Friedt, W; Gottwald, S; Snowdon, RJ				Voss-Fels, Kai; Frisch, Matthias; Qian, Lunwen; Kontowski, Stefan; Friedt, Wolfgang; Gottwald, Sven; Snowdon, Rod J.			Subgenomic Diversity Patterns Caused by Directional Selection in Bread Wheat Gene Pools	PLANT GENOME																	Friedt, Wolfgang/AAN-2521-2020; Frisch, Matthias/R-1564-2019	Friedt, Wolfgang/0000-0003-2928-2200; Frisch, Matthias/0000-0003-4234-8972; Voss-Fels, Kai Peter/0000-0003-0782-366X; Snowdon, Rod/0000-0001-5577-7616														1940-3372				JUL	2015	8	2								10.3835/plantgenome2015.03.0013	http://dx.doi.org/10.3835/plantgenome2015.03.0013								33228295					WOS:000358444200032
J	Schrag, TA; Schipprack, W; Melchinger, AE				Schrag, Tobias A.; Schipprack, Wolfgang; Melchinger, Albrecht E.			Across-years prediction of hybrid performance in maize using genomics	THEORETICAL AND APPLIED GENETICS																	Schrag, Anette/AAA-9344-2020	Schrag, Anette/0000-0002-9872-6680													0040-5752	1432-2242				APR	2019	132	4					933	946		10.1007/s00122-018-3249-5	http://dx.doi.org/10.1007/s00122-018-3249-5								30498894					WOS:000463674000007
J	Ackerman, AJ; Holmes, R; Gaskins, E; Jordan, KE; Hicks, DS; Fitzgerald, J; Griffey, CA; Mason, RE; Harrison, SA; Murphy, JP; Cowger, C; Boyles, RE				Ackerman, Arlyn J.; Holmes, Ryan; Gaskins, Ezekiel; Jordan, Kathleen E.; Hicks, Dawn S.; Fitzgerald, Joshua; Griffey, Carl A.; Mason, Richard Esten; Harrison, Stephen A.; Murphy, Joseph Paul; Cowger, Christina; Boyles, Richard E.			Evaluation of Methods for Measuring Fusarium-Damaged Kernels of Wheat	AGRONOMY-BASEL																		Ackerman, Arlyn/0000-0001-9249-6872; McCalla, Kathleen/0000-0002-0015-3723														2073-4395				FEB	2022	12	2							532	10.3390/agronomy12020532	http://dx.doi.org/10.3390/agronomy12020532													WOS:000761407700001
J	Slavov, GT; Davey, CL; Bosch, M; Robson, PRH; Donnison, IS; Mackay, IJ				Slavov, Gancho T.; Davey, Christopher L.; Bosch, Maurice; Robson, Paul R. H.; Donnison, Iain S.; Mackay, Ian J.			Genomic index selection provides a pragmatic framework for setting and refining multi-objective breeding targets in Miscanthus	ANNALS OF BOTANY																	Bosch, Maurice/C-6400-2008; Donnison, Iain S/K-6138-2014	Bosch, Maurice/0000-0003-1990-589X; Donnison, Iain S/0000-0001-6276-555X; Robson, Paul/0000-0003-1841-3594													0305-7364	1095-8290				SEP 13	2019	124	4			SI		521	529		10.1093/aob/mcy187	http://dx.doi.org/10.1093/aob/mcy187								30351424					WOS:000503881100002
S	Roorkiwal, M; Jain, A; Thudi, M; Varshney, RK		Varshney, RK; Thudi, M; Muehlbauer, FJ		Roorkiwal, Manish; Jain, Ankit; Thudi, Mahendar; Varshney, Rajeev K.			Advances in Chickpea Genomic Resources for Accelerating the Crop Improvement	CHICKPEA GENOME	Compendium of Plant Genomes																THUDI, MAHENDAR/GXA-1578-2022; Roorkiwal, Manish/E-9822-2011; Varshney, Rajeev K/C-5295-2014	THUDI, MAHENDAR/0000-0003-2851-6837; Roorkiwal, Manish/0000-0001-6595-281X; Varshney, Rajeev K/0000-0002-4562-9131													2199-4781	2199-479X	978-3-319-66117-9; 978-3-319-66115-5				2017							53	67		10.1007/978-3-319-66117-9_6	http://dx.doi.org/10.1007/978-3-319-66117-9_6	10.1007/978-3-319-66117-9												WOS:000436838300008
J	Schrag, TA; Frisch, M; Dhillon, BS; Melchinger, AE				Schrag, T. A.; Frisch, M.; Dhillon, B. S.; Melchinger, A. E.			MARKER-BASED PREDICTION OF HYBRID PERFORMANCE IN MAIZE SINGLE-CROSSES INVOLVING DOUBLED HAPLOIDS	MAYDICA					21st Conference on Maize and Sorghum Breeding in the Genomics Era	JUN 21-24, 2009	Bergamo, ITALY	Minist Politiche Agricole, Alimentari Forestali, Consiglio Ric Sperimentaz Agr, Reg Lombardia, Prov Bergamo, Comune Bergamo, Camera Commerce, Industria, Artigianato Agricoltura, Univ Degli Studi Bergamo, EUCARPIA										Frisch, Matthias/0000-0003-4234-8972; Melchinger, Albrecht E./0000-0002-8346-7786; Schrag, Tobias/0000-0001-7025-6632													0025-6153	2279-8013					2009	54	2-3					353	362																WOS:000274052700021
J	Zhu, XT; Maurer, HP; Jenz, M; Hahn, V; Ruckelshausen, A; Leiser, WL; Wurschum, T				Zhu, Xintian; Maurer, Hans Peter; Jenz, Mario; Hahn, Volker; Ruckelshausen, Arno; Leiser, Willmar L.; Wuerschum, Tobias			The performance of phenomic selection depends on the genetic architecture of the target trait	THEORETICAL AND APPLIED GENETICS																		Leiser, Willmar Lukas/0000-0001-5964-5610; Maurer, Hans Peter/0000-0002-6261-1347; Hahn, Volker/0000-0003-4837-1460; Zhu, Xintian/0000-0001-8597-2762													0040-5752	1432-2242				FEB	2022	135	2					653	665		10.1007/s00122-021-03997-7	http://dx.doi.org/10.1007/s00122-021-03997-7		NOV 2021						34807268					WOS:000721435300002
J	Moro, GV; Santos, MF; de Souza, CL				Moro, Gustavo Vitti; Santos, Mateus Figueiredo; de Souza Junior, Claudio Lopes			Comparison of genome-wide and phenotypic selection indices in maize	EUPHYTICA																	Santos, Mateus/AAT-6953-2020; Moro, Gustavo/ABA-1702-2021	Moro, Gustavo/0000-0001-7709-7814; Lopes de Souza, Jr, Claudio/0000-0002-4657-0397													0014-2336	1573-5060				APR	2019	215	4							76	10.1007/s10681-019-2401-x	http://dx.doi.org/10.1007/s10681-019-2401-x													WOS:000462153200001
J	Liu, L; Du, YF; Huo, DA; Wang, M; Shen, XM; Yue, B; Qiu, FZ; Zheng, YL; Yan, JB; Zhang, ZX				Liu, Lei; Du, Yanfang; Huo, Dongao; Wang, Man; Shen, Xiaomeng; Yue, Bing; Qiu, Fazhan; Zheng, Yonglian; Yan, Jianbing; Zhang, Zuxin			Genetic architecture of maize kernel row number and whole genome prediction	THEORETICAL AND APPLIED GENETICS																	Huo, Dongao/GSD-5619-2022	Huo, Dongao/0000-0003-2637-074X; yue, bing/0000-0002-2552-1668													0040-5752	1432-2242				NOV	2015	128	11					2243	2254		10.1007/s00122-015-2581-2	http://dx.doi.org/10.1007/s00122-015-2581-2								26188589					WOS:000364129700010
J	Auinger, HJ; Lehermeier, C; Gianola, D; Mayer, M; Melchinger, AE; da Silva, S; Knaak, C; Ouzunova, M; Schon, CC				Auinger, Hans-Juergen; Lehermeier, Christina; Gianola, Daniel; Mayer, Manfred; Melchinger, Albrecht E.; da Silva, Sofia; Knaak, Carsten; Ouzunova, Milena; Schoen, Chris-Carolin			Calibration and validation of predicted genomic breeding values in an advanced cycle maize population	THEORETICAL AND APPLIED GENETICS																		Auinger, Hans-Jurgen/0000-0001-5055-5328													0040-5752	1432-2242				SEP	2021	134	9					3069	3081		10.1007/s00122-021-03880-5	http://dx.doi.org/10.1007/s00122-021-03880-5		JUN 2021						34117908					WOS:000660836100004
J	Zimmer, G; Miller, MJ; Steketee, CJ; Jackson, SA; Tunes, LVM; Li, ZL				Zimmer, Gustavo; Miller, Mark J.; Steketee, Clinton J.; Jackson, Scott A.; Madruga Tunes, Lilian Vanussa; Li, Zenglu			Genetic control and allele variation among soybean maturity groups 000 through IX	PLANT GENOME																	Tunes, Lilian Madruga/GPK-5983-2022	Tunes, Lilian Madruga/0000-0001-7562-1926; Zimmer, Gustavo/0000-0001-7164-889X; jackson, scott/0000-0002-3172-1607														1940-3372				NOV	2021	14	3							e20146	10.1002/tpg2.20146	http://dx.doi.org/10.1002/tpg2.20146		SEP 2021						34514734					WOS:000694933800001
J	Campbell, MT; Du, Q; Liu, K; Brien, CJ; Berger, B; Zhang, C; Walia, H				Campbell, Malachy T.; Du, Qian; Liu, Kan; Brien, Chris J.; Berger, Bettina; Zhang, Chi; Walia, Harkamal			A Comprehensive Image-based Phenomic Analysis Reveals the Complex Genetic Architecture of Shoot Growth Dynamics in Rice (Oryza sativa)	PLANT GENOME																	Brien, Chris/D-5630-2009; Berger, Bettina/AAH-1190-2021; DU, QIAN/AAJ-1890-2021; du, qian/GYJ-7090-2022; Zhang, Chi/C-4996-2009	Brien, Chris/0000-0003-0581-1817; Zhang, Chi/0000-0002-1827-8137; Liu, Kan/0000-0001-5625-8180; Berger, Bettina/0000-0003-1195-4478; Du, Qian/0000-0003-3864-8745; Campbell, Malachy/0000-0002-8257-3595														1940-3372				JUL	2017	10	2								10.3835/plantgenome2016.07.0064	http://dx.doi.org/10.3835/plantgenome2016.07.0064								28724075					WOS:000410819500003
J	Auinger, HJ; Schonleben, M; Lehermeier, C; Schmidt, M; Korzun, V; Geiger, HH; Piepho, HP; Gordillo, A; Wilde, P; Bauer, E; Schon, CC				Auinger, Hans-Jurgen; Schoenleben, Manfred; Lehermeier, Christina; Schmidt, Malthe; Korzun, Viktor; Geiger, Hartwig H.; Piepho, Hans-Peter; Gordillo, Andres; Wilde, Peer; Bauer, Eva; Schoen, Chris-Carolin			Model training across multiple breeding cycles significantly improves genomic prediction accuracy in rye (Secale cereale L.)	THEORETICAL AND APPLIED GENETICS																	Bauer, Eva/A-6960-2011; Auinger, Hans-Jürgen/AAM-9059-2020; Korzun, Viktor/U-6352-2019; Schoen, Chris/G-1867-2011	Bauer, Eva/0000-0002-4820-2846; Korzun, Viktor/0000-0003-0760-8249; Schoen, Chris/0000-0001-6067-7900; Piepho, Hans-Peter/0000-0001-7813-2992; Lehermeier, Christina/0000-0001-7724-0887; Auinger, Hans-Jurgen/0000-0001-5055-5328; Wilde, Peer/0000-0002-2778-1439													0040-5752	1432-2242				NOV	2016	129	11					2043	2053		10.1007/s00122-016-2756-5	http://dx.doi.org/10.1007/s00122-016-2756-5								27480157					WOS:000386565400002
J	Chamarthi, SK; Kaler, AS; Abdel-Haleem, H; Fritschi, FB; Gillman, JD; Ray, JD; Smith, JR; Purcell, LC				Chamarthi, Siva K.; Kaler, Avjinder S.; Abdel-Haleem, Hussein; Fritschi, Felix B.; Gillman, Jason D.; Ray, Jeffery D.; Smith, James R.; Purcell, Larry C.			Identification of genomic regions associated with the plasticity of carbon 13 ratio in soybean	PLANT GENOME																	chamarthi, Sivakumar/AAA-4776-2021; abdel-haleem, hussein/F-6167-2011															1940-3372				2022 NOV 21	2022										10.1002/tpg2.20284	http://dx.doi.org/10.1002/tpg2.20284		NOV 2022						36411598					WOS:000888006100001
J	Albrecht, T; Wimmer, V; Auinger, HJ; Erbe, M; Knaak, C; Ouzunova, M; Simianer, H; Schon, CC				Albrecht, Theresa; Wimmer, Valentin; Auinger, Hans-Juergen; Erbe, Malena; Knaak, Carsten; Ouzunova, Milena; Simianer, Henner; Schoen, Chris-Carolin			Genome-based prediction of testcross values in maize	THEORETICAL AND APPLIED GENETICS																	Simianer, Henner/A-6574-2015; Auinger, Hans-Jürgen/AAM-9059-2020; Schoen, Chris/G-1867-2011	Simianer, Henner/0000-0002-7551-3797; Schoen, Chris/0000-0001-6067-7900; Auinger, Hans-Jurgen/0000-0001-5055-5328; Wimmer, Valentin/0000-0001-7127-4429													0040-5752	1432-2242				JUL	2011	123	2					339	350		10.1007/s00122-011-1587-7	http://dx.doi.org/10.1007/s00122-011-1587-7								21505832					WOS:000291600800012
J	Malmberg, MM; Smith, C; Thakur, P; Drayton, MC; Wilson, J; Shinozuka, M; Clayton, W; Inch, C; Spangenberg, GC; Smith, KF; Cogan, NOI; Pembleton, LW				Malmberg, M. M.; Smith, C.; Thakur, P.; Drayton, M. C.; Wilson, J.; Shinozuka, M.; Clayton, W.; Inch, C.; Spangenberg, G. C.; Smith, K. F.; Cogan, N. O. I.; Pembleton, L. W.			Developing an integrated genomic selection approach beyond biomass for varietal protection and nutritive traits in perennial ryegrass (Lolium perenne L.)	THEORETICAL AND APPLIED GENETICS																		Malmberg, Michelle/0000-0002-6351-5904													0040-5752	1432-2242				MAR	2023	136	3							44	10.1007/s00122-023-04263-8	http://dx.doi.org/10.1007/s00122-023-04263-8								36897387					WOS:000948578300013
J	Wurschum, T; Leiser, WL; Kazman, E; Longin, CFH				Wurschum, Tobias; Leiser, Willmar L.; Kazman, Ebrahim; Longin, C. Friedrich H.			Genetic control of protein content and sedimentation volume in European winter wheat cultivars	THEORETICAL AND APPLIED GENETICS																		Wurschum, Tobias/0000-0002-7397-7731													0040-5752	1432-2242				SEP	2016	129	9					1685	1696		10.1007/s00122-016-2732-0	http://dx.doi.org/10.1007/s00122-016-2732-0								27225454					WOS:000383712700004
J	Brandariz, SP; Bernardo, R				Brandariz, Sofia P.; Bernardo, Rex			Predicted Genetic Gains from Targeted Recombination in Elite Biparental Maize Populations	PLANT GENOME																																1940-3372				MAR	2019	12	1							180062	10.3835/plantgenome2018.08.0062	http://dx.doi.org/10.3835/plantgenome2018.08.0062								30951097					WOS:000461314500019
J	Canas-Gutierrez, GP; Sepulveda-Ortega, S; Lopez-Hernandez, F; Navas-Arboleda, AA; Cortes, AJ				Canas-Gutierrez, Gloria Patricia; Sepulveda-Ortega, Stella; Lopez-Hernandez, Felipe; Navas-Arboleda, Alejandro A.; Cortes, Andres J.			Inheritance of Yield Components and Morphological Traits in Avocado cv. Hass From "Criollo" "Elite Trees" via Half-Sib Seedling Rootstocks	FRONTIERS IN PLANT SCIENCE																		Lopez-Hernandez, Felipe/0000-0002-4967-6955; Cortes, Andres J./0000-0003-4178-0675													1664-462X					MAY 24	2022	13									10.3389/fpls.2022.843099	http://dx.doi.org/10.3389/fpls.2022.843099								35685008					WOS:000979653200001
J	Padovan, A; Webb, H; Mazanec, R; Grayling, P; Bartle, J; Foley, WJ; Kulheim, C				Padovan, Amanda; Webb, Hamish; Mazanec, Richard; Grayling, Peter; Bartle, John; Foley, William J.; Kulheim, Carsten			Association genetics of essential oil traits in Eucalyptus loxophleba: explaining variation in oil yield	MOLECULAR BREEDING																	Foley, William John/C-8069-2009; Kulheim, Carsten/AAR-2734-2021	Foley, William John/0000-0001-8587-1814; Kulheim, Carsten/0000-0002-0798-3324													1380-3743	1572-9788				JUN	2017	37	6							73	10.1007/s11032-017-0667-z	http://dx.doi.org/10.1007/s11032-017-0667-z													WOS:000404210900003
J	Sallam, AH; Haas, M; Huang, YD; Tandukar, Z; Muehlbauer, G; Smith, KP; Steffenson, BJ				Sallam, Ahmad H.; Haas, Matthew; Huang, Yadong; Tandukar, Zenith; Muehlbauer, Gary; Smith, Kevin P.; Steffenson, Brian J.			Meta-analysis of the genetics of resistance to Fusarium head blight and deoxynivalenol accumulation in barley and considerations for breeding	PLANT BREEDING																															0179-9541	1439-0523				2023 JUL 23	2023										10.1111/pbr.13121	http://dx.doi.org/10.1111/pbr.13121		JUL 2023											WOS:001033746600001
J	Bajgain, P; Zhang, XF; Turner, MK; Curland, RD; Heim, B; Dill-Macky, R; Ishimaru, CA; Anderson, JA				Bajgain, Prabin; Zhang, Xiaofei; Turner, M. Kathryn; Curland, Rebecca D.; Heim, Brett; Dill-Macky, Ruth; Ishimaru, Carol A.; Anderson, James A.			Characterization of Genetic Resistance to Fusarium Head Blight and Bacterial Leaf Streak in Intermediate Wheatgrass (Thinopyrum intermedium)	AGRONOMY-BASEL																	Anderson, James/AAI-2477-2021	Anderson, James/0000-0003-4655-6517; Curland, Rebecca/0000-0002-6039-596X; zhang, xiaofei/0000-0003-4516-9179; Ishimaru, Carol/0000-0002-5025-1129														2073-4395				AUG	2019	9	8							429	10.3390/agronomy9080429	http://dx.doi.org/10.3390/agronomy9080429													WOS:000482988800033
J	Fenstemaker, S; Cho, J; McCoy, JE; Mercer, KL; Francis, DM				Fenstemaker, Sean; Cho, Jin; McCoy, Jack E.; Mercer, Kristin L.; Francis, David M.			Selection strategies to introgress water deficit tolerance derived from Solanum galapagense accession LA1141 into cultivated tomato	FRONTIERS IN PLANT SCIENCE																	Francis, David/B-7262-2012	Fenstemaker, Sean/0000-0001-5689-075X													1664-462X					JUL 28	2022	13								947538	10.3389/fpls.2022.947538	http://dx.doi.org/10.3389/fpls.2022.947538								35968091					WOS:000840735500001
J	Liu, SJ; Huang, S; Zeng, QD; Wang, XT; Yu, R; Wang, QL; Singh, RP; Bhavani, S; Kang, ZS; Wu, JH; Han, DJ				Liu, Shengjie; Huang, Shuo; Zeng, Qingdong; Wang, Xiaoting; Yu, Rui; Wang, Qilin; Singh, Ravi P.; Bhavani, Sridhar; Kang, Zhensheng; Wu, Jianhui; Han, Dejun			Refined mapping of stripe rust resistance gene YrP10090 within a desirable haplotype for wheat improvement on chromosome 6A	THEORETICAL AND APPLIED GENETICS																	zeng, qd/HDO-5536-2022; huang, shuo/HGB-4860-2022	zeng, qd/0000-0002-7856-2340; Wu, Jianhui/0000-0001-8154-1199; Kang, Zhensheng/0000-0001-5575-0122; bhavani, sridhar/0000-0002-4091-2608													0040-5752	1432-2242				JUL	2021	134	7					2005	2021		10.1007/s00122-021-03801-6	http://dx.doi.org/10.1007/s00122-021-03801-6		MAR 2021						33683400					WOS:000626362100002
